name,lz_complexity,pitch_entropy,duration
LVZYXuvzfpE,412,5.486671860183604,136.11979166666666
yTV0CJapgs4,307,5.140138612961994,228.14973958333331
xbY3igv1Hgk,1554,6.612911688512188,597.8997395833333
WHkPHnW3ZIo,3166,6.513380975567764,910.1276041666666
7V4NjNCvI9w,358,5.267470888894696,174.09505208333331
mStIP_3b_Rk,776,5.660068970155914,568.1692708333333
hSgAfo390a0,1331,6.407297848880399,507.19921875
B5U-PhldHXo,484,5.26664352677261,168.54947916666666
GopVeeMHkIM,1878,6.719114969618799,681.5598958333333
9yvee0nv0Ik,2345,6.716927019169153,875.5299479166666
EUyfmw-4V7k,3140,6.33209314035982,1259.2591145833333
dVHMd0ybWu8,1395,6.324052203364364,575.3489583333333
1pxSQHWn31g,331,5.093360968778224,210.68489583333331
e9vi8wlPBKQ,557,5.820199792636194,194.41276041666666
j6-YKgKXk38,227,4.1952444366693715,198.76953125
vKdjjBrUOqg,674,5.801138607742333,252.359375
oTJDS1dprLg,1870,6.012189850006867,733.75
SZv1_UUwRd0,523,5.540830321800711,311.40494791666663
JSs52_YHGQk,1100,6.142667355899655,633.71875
XjTl-bUJTIQ,451,5.539177697010077,154.609375
UipRPax7ycQ,643,5.923481574539448,183.43880208333331
g0Hc1lSJFaE,364,5.255656250574023,140.859375
ROvdXpOi9IM,1151,6.373157517821344,470.39322916666663
OIbrtw3obi8,101,3.758455519869115,35.25911458333333
VdSxlzB8MDw,766,6.099133101540197,234.94791666666666
rxROb3Ua48M,706,5.862824353156768,354.8489583333333
PtrDFMc8Es4,908,5.4490644165429885,337.70963541666663
cSQtMBv-T38,1243,6.119152387368555,347.01432291666663
SuwnWeNN1pk,1077,5.946727362911294,331.2356770833333
9iH59sirpkc,414,5.4230594003920585,275.79166666666663
7C_v6PSopGs,435,5.360709047761349,199.81901041666666
yZZO98arXbI,801,5.834736370935991,390.6692708333333
jXhHjfHRDnk,1989,6.710223986901956,912.5
4lApkN6lxdI,2263,5.983034764867128,1002.3098958333333
EngZyfq5psY,1639,6.094628551264087,482.06901041666663
B2wtJffhyAM,358,4.826530035985353,208.51953125
bzS0QGdLtC8,559,5.214973393237537,236.07942708333331
5gpBHMqor-4,815,6.360008186547656,202.86979166666666
b8iZw31LnQ4,947,6.477827325027361,180.39973958333331
HurR9Ot7UOM,1137,6.4497376934313575,324.9375
Ts7Cq78hPJg,896,5.399709563628483,402.11979166666663
ne81cDh9qGE,776,5.917357891850068,359.69921875
QhOjxrvBOVw,412,4.302164533137595,178.34895833333331
8kbtBo8pmSw,3178,6.031876256916185,1305.4140625
1vQs3ej_VRY,271,4.996959128264431,152.5
cP2128aYYbc,1110,6.206080283596393,398.3606770833333
Vkl7ha9dn9I,331,5.197450582705688,120.58984375
7Cs3mU49IDM,3965,7.309487360610273,1660.06640625
GsKLDuLnV8g,1216,6.215296744405169,477.00651041666663
lKzXmTokdwo,1554,6.65306545722213,561.76953125
z11HkYdp590,287,5.033137157333738,128.68880208333331
5sYK1M_i2tY,613,5.713973540686616,247.5
4722ccb86o4,254,4.692261814875392,85.38932291666666
uAqtlA64XDs,779,6.015237283061119,234.69921875
bWNw0Gkl_sk,2518,6.514268696112941,931.19921875
Noe0Mn8ijKA,50,3.70149271324863,79.98958333333333
-DrZJgu30GI,477,5.696723718859614,165.37890625
Svk6ZScZfU4,720,5.300734013013539,308.7395833333333
SzVjrtDmDAs,282,5.09108398367813,238.97916666666666
RbvCzAFdPfM,443,5.371312996925571,177.53515625
UD_6mPBrk3Y,4339,6.109596481059356,2873.884114583333
yjSD32wwu9Y,557,5.840126972013325,236.51953125
N4077hJSLSk,110,4.641942317026387,80.33984375
ojvSKz_6MXA,142,4.758117268576614,46.76953125
6QMgqMlJUis,177,4.931710479740383,141.31901041666666
N3pHyb5Dwys,554,5.959209445852162,318.1328125
4Nd0yCHr63Y,982,6.20524771228296,337.92447916666663
1SR8v_pc3og,730,5.858051730113455,319.9895833333333
b4M37ELHeCs,337,5.295904663379625,108.32942708333333
SD_qUojdVBY,1630,6.331675032300918,317.3997395833333
vm4l9ovabVQ,182,3.833787044816031,68.53645833333333
_aXtQFR2Hnw,650,5.798943596845991,281.40885416666663
Kfd3GFSffOA,367,5.077756982859632,149.51953125
cMydA7mJOXE,497,5.307968769248642,193.55598958333331
d4J6MNqdbr0,182,4.616266540230537,74.359375
CI5gpmQu55U,447,5.5227126891474,197.26822916666666
xRa5dCm3j8c,248,5.078830023355758,77.5
rIdHvXqzL2U,488,4.762298531658873,214.109375
dIG9bLN-11U,532,5.59744530160546,117.02994791666666
vMIW8Wdl6OA,459,5.0118595573359,179.48958333333331
LMe0PnDlyhE,354,5.207209265775604,101.22526041666666
7KWeWZ1ZA3c,315,5.471621858705239,156.28776041666666
W8XTFaUH9rQ,531,2.3135140007031505,397.0598958333333
ysaTdmnrlh0,725,5.769255124919239,352.87890625
1bUTdR8e4TQ,306,5.328433372924698,54.07942708333333
wRBzNcJWOho,154,4.674032726488373,59.32942708333333
IXqacN4DvJw,388,5.450343683901649,233.3515625
RUDOxFdo6go,1417,6.443621750274491,583.859375
hTSldBzmuN8,280,4.775812999261583,229.54427083333331
Bc4xzTvpjNY,270,5.153880905757029,183.71354166666666
FORQzSxfL3Y,462,5.563927869518672,220.44140625
ga846NnC8P0,763,5.669116769022974,228.43880208333331
E5-k7wbmfzU,1671,6.038354800718693,504.0989583333333
tERCJgilM9c,455,5.559349157894501,235.1796875
RnfWeRYScug,1272,6.474087219028739,376.38932291666663
zkna3OOu64s,3920,6.471126144941114,2429.259114583333
1IwMfE_p-JU,400,5.552700089376996,118.90885416666666
2GMtfFzmS_I,1776,6.368545018030288,1201.1783854166665
YpEx8CBaiwo,438,5.3675002549944235,176.52994791666666
7-9wXQpzESo,600,5.442130368085142,557.5794270833333
a6qDbd4rK8s,1318,6.256923260073979,522.5091145833333
GT0OnEVbtFU,258,5.1198508630309165,102.60677083333333
DAVamDjFDUE,506,5.24364323907202,234.57942708333331
6XzW_upL26o,1548,6.563977623426307,442.5
mY2t53HK9N8,302,5.106392466597757,119.98958333333333
2qmEIAAr8D8,817,6.0148104016489885,358.76953125
J6YwJGtyJi0,294,4.663396708434128,178.22916666666666
SntSCX_RaQU,438,5.750867246816608,224.5546875
qm31wgQjBF4,468,5.516670790715429,197.31901041666666
W-w4cLmcf9k,969,6.089888847448556,289.35416666666663
6h-vn-Koutc,259,4.972844710848479,82.76953125
0Km0vE2W7TY,625,5.67251468712107,291.88541666666663
xGJxmCOPFVM,7219,6.847026418081251,3269.989583333333
nLazlKjDukA,488,5.550978517343237,300.9348958333333
3tliW2f4OsE,380,4.728500187471104,279.01953125
oO5xh94r2zE,524,5.794053535246007,170.05598958333331
R1RXeKDFPdw,710,5.90618401579524,365.0794270833333
JBFxW0ercM4,851,6.010861029093743,218.74479166666666
x4XVD8J-8go,105,3.751014680652468,112.01041666666666
OoPhJfT8mqc,189,5.129984795528863,68.71875
p6zdhYloTnI,254,4.804643023044149,104.02994791666666
CLLaDN3mPVg,419,5.4343419470315455,205.24088541666666
i-h9oCoJWE0,540,5.722104655874942,172.30989583333331
H0aFOjy2_1M,1249,6.306672316870789,484.79296875
_Iuv0UkoBn4,853,5.400105786374109,510.61328125
rAn55p8lspM,8738,6.099066752901665,4478.44921875
zG_bx3BIfF8,860,6.390272866929507,298.9192708333333
ZJDL5XuA6hU,394,5.516604417872949,412.01953125
DyuN77JwYYc,264,5.2569791953157505,76.55989583333333
Tq-yUqwQKko,191,4.711055631906189,61.43880208333333
FnqIb4jXA1o,1445,6.154806015664425,444.54947916666663
CC9qeZmIU3s,2199,6.351313618952425,507.31901041666663
4VA1ftDk6zs,357,5.556757550041198,99.53385416666666
E6REhWRmMzE,506,5.14291573985956,288.0442708333333
ZDMdepInRm4,638,5.864771564358229,460.96875
u_IvVrqK_PM,552,5.476983095341324,139.50911458333331
WusYQ76m4MY,2646,6.744633915192481,928.109375
pQNdL_qJpiI,610,5.559784189376755,237.04947916666666
DN7DEqzTUNc,1486,5.793610943777798,864.6588541666666
lQWC4YA8Qa4,850,5.607034207366624,241.80989583333331
5t7SdyXrLpU,1721,6.305235025042412,862.5
LCr58P4gV1s,3962,7.4329900808514235,1103.0494791666665
00VZZEFVl9U,4792,7.349204433990973,1456.5989583333333
VLcRSwbQ_pg,629,5.452770624246617,218.16666666666666
Kjaeba1xFu0,425,5.294403406423871,397.9895833333333
bimbhjxozMg,1205,6.2765075352618975,389.2591145833333
l8vvPn10RlQ,135,4.696548081711234,156.2890625
l17SPjTgtFE,300,5.38433482259492,159.98958333333331
8F3MASdh554,2383,6.9215216355193006,599.9895833333333
kLpd9iZQFyw,921,6.337965146381359,247.83333333333331
5y1voMnSXvQ,354,5.338587647732086,153.75651041666666
Q2pZg1tECpg,531,5.701809422891177,196.33984375
o5dL-65mKe0,6203,6.282382344208132,2959.75
p7e_nG4wYxA,249,4.839890593758753,99.36979166666666
mTd20tBIx6o,479,5.618705629223545,319.36979166666663
Nb3vj9zTHX0,553,5.4787727644825654,394.79947916666663
gnzGUnqZJBA,186,4.668995159700669,113.09505208333333
Yjz4QvRXj5w,1649,6.606340258812686,803.27734375
xAKeiyjjTKk,2515,6.471448513940315,1678.609375
70iFz4fB_ww,1872,6.18063464371223,836.7591145833333
mB2YLj_Lpn0,575,5.8304510354537165,207.5
IsUwiSrlBPo,335,5.469805938571663,226.4296875
W3aMiJ-arnU,455,5.308192620904775,132.48958333333331
FUJpXpCbNgw,270,4.998699441788746,113.50911458333333
M0S1NUoP8aQ,818,6.11269332626939,192.46875
r0L9JSn-Vws,1500,6.208953648968288,368.94010416666663
aBRB96cPa-c,387,5.395374389613542,164.703125
pX8ZTYWoRXs,801,6.094775269889702,248.72916666666666
n33MXkduqWU,128,4.384349366623373,103.95963541666666
b97QFpkELuQ,136,4.067000515245573,71.76953125
jvoLnGv6tXk,290,5.122863087853055,185.6796875
ezUVz63y6Lg,1245,6.538677413731696,298.22916666666663
wSlAWLvgM8o,1011,5.918492405505159,323.4231770833333
u11_Pvzd5Nk,1186,6.235970418694186,455.1419270833333
lPqTePguY1g,523,5.317042188183512,328.00651041666663
uivv34UCcr4,139,4.639138554634349,69.51953125
OrgpT5ZdnJw,383,5.4025631487546875,177.2890625
4IOer3zl6sM,71,3.368180492858808,26.5
Ui9pyxdVX6Y,1207,6.067311605165347,787.01953125
Vjenwtk2uFQ,1341,6.128774709955007,1026.19140625
nbMPXKSMBsQ,977,5.911007070547045,487.9192708333333
B2-jirwCny8,483,5.570062822489323,166.609375
MHS439YWBu0,1785,6.568738250757768,987.5299479166666
5kwZOo8_72Q,151,4.504062354651591,58.7734375
OiLjfLTonEg,347,5.168234419196871,271.37890625
BOdtxoWPxic,443,5.662434502390077,125.95963541666666
sMTdi5hvwDY,480,5.3474301711075105,261.11588541666663
AA6llZlZkuw,355,5.0933671803950356,287.01171875
VyeAkfL8fmM,1043,6.344765368907863,522.9088541666666
CptNa_Pa7b0,3273,6.807677830370191,1031.859375
8VTt3kLE8Aw,188,5.151050740532215,100.75911458333333
Dgv-xqfmv3o,221,5.246580202554988,54.299479166666664
h1hO3lsz1JI,591,5.986955974493998,110.07942708333333
SEM_Kxgb4u4,759,5.977194933720353,155.39973958333331
RravOyHRYBk,499,5.8624129839042265,126.2890625
dQMwJggUEEo,1961,6.377778448719279,547.015625
dD7i92f0ZB8,284,5.301568972257648,118.71744791666666
QtT6a2UkfDY,434,5.105630807559524,151.27994791666666
tD8KglbUm6A,750,5.79140021862331,243.44921875
c1jebPO7Bwo,541,5.482841335625697,381.70963541666663
DKc8GdAK4XA,628,6.006344572636028,214.75911458333331
yReNpNOxeqk,300,5.491441635561883,268.5091145833333
uEwrwtL0Qaw,2151,6.702795001150988,390.9895833333333
73_Zqtl2Ztg,640,5.433313383948407,129.09895833333331
blqBVZfWXWw,1056,6.009508964756831,384.2890625
pvYqV_P_PYY,626,5.635954899880591,219.2890625
YjyUIZPUTUg,2053,6.318305661654535,731.7799479166666
u4UyqattWug,1930,6.298396457021406,1609.2890625
7Oo4TyWzpOI,750,6.083652146205287,266.08984375
bA4sCiMyhwg,348,5.366613359609912,176.76953125
oPNmxVen_9Y,1641,6.5054362883458845,510.34244791666663
37Vd4MiL-Fo,251,4.158929873621084,244.15885416666666
cGz_adshZ-Y,509,5.406696123538493,106.58984375
L7QWhSgin14,904,5.36007969084829,398.31901041666663
KPMqhOkytyw,706,5.609924846845951,302.2278645833333
cJ34vjYfJY0,1189,5.962637829670859,850.8997395833333
7Wku4SW2ycg,235,4.414610912160716,112.20963541666666
RdsWNcv1uqQ,195,4.944681241540657,115.15494791666666
vMwhhv8kOCE,916,6.0287693067217285,699.1236979166666
SJ4joGLA3eg,1137,6.102369685815389,280.8489583333333
Ol6ooxvZ41I,416,5.619516774816988,155.0
PYM_13FKgGg,790,5.806788192756091,267.70963541666663
fL4VenZ4PFw,854,5.345960854508485,335.8828125
ozisMKGGkB8,1819,5.914150468697924,998.5598958333333
3dvEYK4KWX0,119,3.9240604177617624,59.21875
Ihq059U-weI,470,5.612326419170627,150.52604166666666
2LSuE46fVlg,610,5.474308778916935,384.703125
CKt0bIE3eaI,2483,6.2369087165066635,903.28515625
at1kRgaVFCk,274,5.3493352089223976,72.85416666666666
yZExitRS1d8,1253,6.438956204583448,309.27994791666663
JvTXBYFqThA,536,5.934186378463897,158.93359375
aT-rw6SEWDk,4509,6.715872237025083,4066.649739583333
lwkO6ymDYII,833,6.078143916838418,313.5794270833333
ZJPpC2XSneQ,198,5.200595872827192,112.0390625
PjKHx-_l3LQ,67,4.09168655885579,50.93880208333333
